"element_ty,C,80",osmid,"highway,C,80",name,"network,C,80","public_tra,C,80","bench,C,80","operator,C,80","ref_name,C,80","route_ref,C,80","shelter,C,80","tactile_pa,C,80","bicycle_pa,C,80","bus,C,80","lines,C,94","wheelchair,C,80","designatio,C,80","local_ref,C,80","source,C,80","bin,C,80","lastcheck,C,80","passenger_,C,80","name_HVV,C,80","lit,C,80","check_date,C,80","wheelcha_1,C,80","covered,C,80","note,C,96","ref,C,80","departures,C,80","fixme,C,80","removed_re,C,80","network_wi,C,80","network__1,C,80","descriptio,C,80","comment,C,80","name_note,C,80","toilets_wh,C,80","check_da_1,C,80","level,C,80","network_sh,C,80","name_descr,C,89","line,C,80","check_da_2,C,80","amenity,C,80","loc_name,C,80","railway,C,80","name_sourc,C,80","shelter_de,C,80","surface,C,80","nodes,C,80","layer,C,80"
node,299750852,bus_stop,Böcklerstraße/TÜV,HVV,platform,,KVG,"L?neburg, Boecklerstra?e (T?V)",5005,ASM,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3957759599,bus_stop,Eisenbahnbrücke,HVV,platform,no,KVG,"L?neburg, Eisenbahnbr?cke",5005,ASM,no,no,,,,,,,,yes,,,,no,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,
node,1754660733,bus_stop,Goseburgstraße,HVV,platform,no,KVG,"L?neburg, Goseburgstra?e",5005,ASM,no,no,,,,,,,,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,
node,181476668,bus_stop,Ilmenaucenter,HVV,platform,no,KVG,"L?neburg, Ilmenaucenter",5005,ASM,no,no,,yes,,,,,,no,,,,no,,Kein Kasseler Bord,,,,,,,,,,,,,,,,,,,,,,,,,
node,268638530,bus_stop,Konrad-Zuse-Allee,HVV,platform,,KVG,"L?neburg, Konrad-Zuse-Allee",,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,401250060,bus_stop,Dorfstraße,HVV,platform,no,KVG,"Erbstorf, Dorfstra?e",5007,AST,no,no,,,,,,,,no,,,,no,2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,
node,382366792,bus_stop,EDEKA,HVV,platform,,KVG,"L?neburg, EDEKA",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,339699613,bus_stop,Brockwinklerweg,HVV,,no,KVG,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3305522864,bus_stop,"Wendewisch, Hittberger Straße 56",HVV,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,401250060,bus_stop,"Erbstorf, Feuerwehr",HVV,platform,,KVG,"Erbstorf, Feuerwehr",5007,5918,5920,5925,yes,,,yes,,,,,,,,,,,,,,,,,,,Q896916,de:Hamburger Verkehrsverbund,,,,,,,,,,,,,,,
node,1687409703,bus_stop,An der Roten Bleiche (Universität),HVV,platform,yes,KVG,"L?neburg, An der Roten Bleiche",,yes,yes,,yes,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,111246693,bus_stop,Feldstraße (Universität),HVV,platform,no,KVG,"L?neburg, Feldstra?e (Universit?t)",,no,yes,,yes,5001,,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,351118780,bus_stop,GHS Kreideberg,HVV,platform,,KVG,"L?neburg, GHS Kreideberg",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,361362587,bus_stop,Herderschule,HVV,platform,no,KVG,"L?neburg, Herderschule",5404,5919,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,292566443,bus_stop,Spechtsweg,HVV,platform,,KVG,"L?neburg, Spechtsweg",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASM,,,,,,,,,
node,278240111,bus_stop,Abzweig Sommerbeck,,platform,,KVG,"Dahlenburg, Abzweig Sommerbeck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,306530329,bus_stop,Ehrenfriedhof,HVV,platform,,KVG,"Dahlenburg, Ehrenfriedhof",5300,5304,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,114242773,bus_stop,Kanalbrücke,HVV,platform,no,KVG,"L?neburg, Kanalbr?cke",5300,5304,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,663385979,bus_stop,Amselweg,HVV,platform,,,"Embsen, Amselweg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
node,8716771655,bus_stop,Heinsen,,platform,,,,5600,ASM,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,419327205,bus_stop,Georg - Chors - Weg,HVV,platform,,KVG,"S?dergellersen, Georg-Chors-Weg",,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,456388987,bus_stop,"Boltersen, Bahnhofstra?e",HVV,platform,no,KVG,,5110,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3366247101,bus_stop,Im Ort,HVV,platform,no,,"Rullstorf, Im Ort",5110,no,no,,,,,,,,no,,,,,2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,728601573,bus_stop,Neumühlen bei Rullstorf,,platform,,,,5110,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Am Haltestellenschild vor Ort steht ""Bruchweg"", im HVV-Fahrplan ""Neum?hlen bei Rullstorf""",,,,,,,,,,
node,420155010,bus_stop,Das Rote Feld,Hamburger Verkehrsverbund,platform,,,"Westergellersen, Das rote Feld",4410,4618,5200,5201,no,,,yes,,,,,,,,,,,,,,,,,,,Q896916,de:Hamburger Verkehrsverbund,,,,,,,HVV,,,,,,,,
node,320858912,bus_stop,"Alt Garge, Hauptstraße",,platform,,,,5101,5301,ASM,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,278243150,bus_stop,"Eimstorf, Ort",HVV,platform,,,"Eimstorf, Ort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,369829358,bus_stop,Alte Salzstraße,,platform,,,"L?dershausen, Alte Salzstra?e",5900,5903,yes,,,,,,,,,,,,,,,,,,,,,,,,"Die Haltestelle tr?gt nachwievor am Schild den Namen ""Ort"" ..",,,,,,,,,,,,,,,,
node,2332372283,bus_stop,Artlenburger Landstraße,HVV,platform,,KVG,"L?neburg, Artlenburger Landstra?e",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2406061692,bus_stop,Bockelheide,HVV,platform,,,"Neetze, Bockelheide",5111,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,317676997,bus_stop,"Wittorf, Birkenweg",HVV,platform,,KVG,,5402,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8245152809,bus_stop,Veilchenring,HVV,platform,yes,KVG,,,yes,yes,,,5011,5920,no,,,,no,,,,,,Stufe in den Bus sind recht hoch,yes,,,,,,,,,,,,,,,,,,,,,,,,
node,433017861,bus_stop,"Horburg, Im Winkel",,platform,no,,,5405,5904,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,362093968,bus_stop,"Horburg, Schule",,platform,no,,,5405,no,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,582947071,bus_stop,"St. Dionys, Gotenweg",,platform,,,,5405,5451,5904,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2370520897,bus_stop,"Artlenburg, Hopfenhof",,platform,,,,5903,no,,,,,limited,,Hopfenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,275639229,bus_stop,"Barförde, Barförder Elbdeich 22",,platform,,,,5102,5152-AST,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,774862471,bus_stop,"Dahlenburg, Mittelfeld",,platform,,,,5103,ASM,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8813390762,bus_stop,"Dahlenburg, Ehrenfriedhof",,platform,,,,5300,5304,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1411319176,bus_stop,"Bockelkathen, Auf dem Kreuze",,platform,no,,,5104,5901,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,206278990,bus_stop,"Lüdersburg, Bachkoppelweg",,platform,,,,5104,5901,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,290823730,bus_stop,"Rosenthal, Ortsmitte",,platform,,,,5112,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,275648240,bus_stop,"Bleckeder Moor, Zweiter Moorweg",,platform,,,,5104,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1067860447,bus_stop,"Karze, Am Rotdorn",,platform,,,,5104,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,206278954,bus_stop,"Neu Jürgenstorf, Ort",,platform,,,,5104,5901,5917,yes,,,,,,,,,,,,,,2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,
node,206278954,bus_stop,"Neu Jürgenstorf, Rosenthaler Weg",,platform,,,,5104,5112,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3751608250,bus_stop,"Neu Neetze, Haus Nr. 50",,platform,,,,5112,no,,,,,,,,,,,,,,,,,"Die Linie 5104 ist noch angeschrieben, f?hrt aber laut Fahrplan nicht mehr hierher.",,,,,,,,,,,,,,,,,,,,,,,,
node,287014411,bus_stop,"Garlstorf, Dorfstraße 36",,platform,,,,5102,5152-AST,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,513951024,bus_stop,"Garlstorf, Dorfstraße 68",,platform,,,,5102,5152-AST,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1720652175,bus_stop,"Radegast, Pferdekoppel",,platform,,,,5102,5104,5152-AST,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,410916180,bus_stop,"Radegast, Zum Kirchplatz",,platform,,,,5102,5104,5152-RufMobil,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,482156873,bus_stop,"Radegast, Elbuferstraße 41",,platform,,,,5102,5152-AST,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1294141096,bus_stop,"Wendewisch, Hittberger Straße 59",,platform,,,,5102,5152-AST,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8991919413,bus_stop,"Wendewisch, Siedlung",,platform,,,,5102,5152-AST,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8716733466,bus_stop,"Barförde, Feuerwehr",,platform,,,,5102,5152-AST,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3245889306,bus_stop,"Barförde, Hinter den Häfen",,platform,,,,5102,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8718605728,bus_stop,"Garlstorf, Schmiede",,platform,,,,5102,5152-AST,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,29539485,bus_stop,"Bullendorf, Brücke",,platform,,,,5902,5931,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,260373655,bus_stop,"Hittbergen, Feldstraße",,platform,,,,5901,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,290823842,bus_stop,"Hittbergen, Im Kamp",,platform,,,,5102,5900,5901,5917,ASM,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3882554551,bus_stop,"Hittbergen, Schönfeld",,platform,,,,5102,5917,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7342250178,bus_stop,Wennekath 5,,platform,,,,5114,5362,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,324045717,bus_stop,Wennekath 8,,platform,,,,5114,5362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1281368280,bus_stop,Süttorf,,platform,,,,5114,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,286860553,bus_stop,Neu Bleckede,,platform,,,,512,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,314668739,bus_stop,"Dahlenburg, Fliederweg",,platform,,,,5303,no,,,,,,,,,,,,,,,,,,,,,,,,,,"Am Haltestellenschild steht noch der Name ""Siedlung"".",,,,,,,,,,,,,,,
node,1711950728,bus_stop,"Lemgrabe, An der Kleinbahn",,platform,,,,5302,5303,ASM,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,289344634,bus_stop,Birkenhof,,platform,,,,5302,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1053087616,bus_stop,"Ellringen, Ellringer Neetzetal",,platform,yes,,,5103,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1838536537,bus_stop,Klein Sommerbeck 15,,platform,,,,5302,yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Am Haltestellenschild steht noch der Name ""Klein Sommerbeck"".",,,,,,,,,,,,,,,
node,82615616,bus_stop,"Wiecheln, Abzweig K 26",,platform,,,,5114,5362,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,317372769,bus_stop,"Barskamp, Hohe Luft",,platform,,,,5103,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,252229125,bus_stop,Feldstraße,,platform,no,,"Bardowick, Feldstra?e",5002,5403,5404,ASM,yes,no,,,,yes,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
node,311593778,bus_stop,"Radbruch, Peerort",HVV,platform,yes,,,5403,5404,yes,no,,yes,,,,,,yes,,,,yes,,,,,,,,,Q896916,de:Hamburger Verkehrsverbund,,,,,,,,,,,,,,,,,
node,7950259357,bus_stop,"Echem, Dorfstraße",,platform,,,,5902,5931,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,299136013,bus_stop,"Marienthal, Alte Salzstraße",,platform,yes,,,5900,5903,yes,no,,,,,,,,yes,,,,,,,,,,,,,,,"Die Haltestelle tr?gt nachwievor den Namen ""Ort"" ..",,,,,,,,,,,,,Fahrplan,,,
node,7466201289,bus_stop,"Radbruch, Mühle",,platform,,,,5403,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1938275557,bus_stop,"Radbruch, Wittorferweg",,platform,yes,,,5403,yes,,,,,yes,,,,,,,,,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,393824226,bus_stop,"Bardowick, Wendeplatz",,platform,,,,5403,5404,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7046503994,bus_stop,Hamburger Landstraße,,platform,yes,,,4714,5402,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2697806584,bus_stop,"Artlenburg, Mühle",,platform,no,,,5903,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,356905909,bus_stop,"Dachtmissen, Waldweg",,platform,,,,5202,5203,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7048403408,bus_stop,"Wittorf, Hauptstraße",,platform,,,,5402,5405,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2537095340,bus_stop,"Wittorf, Brücke",,platform,,,,5405,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2536581848,bus_stop,"Wittorf, Neulander Weg",,platform,,,,5402,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7679492562,bus_stop,"Handorf, Mühle",,platform,yes,,,5402,yes,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,880485710,bus_stop,"Handorf, Ortsmitte",,platform,yes,,,5402,yes,no,,,,yes,,,,yes,,,,,,,,,,,,,,,Das Warteh?uschen befindet sich etwas 100m s?dlich die Hauptstra?e entlang,,,,,,,,,,,,,,,,,
node,294214964,bus_stop,"Vastorf, Gifkendorfer Straße",,platform,,,,5361,5362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,278802893,bus_stop,"Vastorf, Bahnbrücke",,platform,,,,5361,5362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bush?uschen befindet sich in der Nebenstra?e ..,,
node,109348618,bus_stop,"Horndorf, Kreuzung B 216",,platform,yes,,,5300,5304,yes,no,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8526832480,bus_stop,"Rohstorf, Ort",,platform,,,,5361,5362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1851919318,bus_stop,Volkstorf,,platform,,,,5361,5362,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,121136981,bus_stop,Schule B,HVV,platform,,,"Barendorf, Schule",5361,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,82615634,bus_stop,"Ellringen, Kettelberg",,platform,no,,,5362,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,324243468,bus_stop,"Neetze, Am Ried",,platform,,,,5112,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1392485084,bus_stop,"Neu Jürgenstorf, Ahrenschulter",,platform,yes,,,5104,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,"Am Schild steht noch ""Abzw. Ahrenschulter"" ..",,,,,,,,,,,,,,,
node,290823737,bus_stop,"Rosenthal, L 219",,platform,,,,5104,5102,yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Am Schild steht noch ""Rosenthal"" ..",,,,,,,,,,,,,,
node,8935642944,bus_stop,Vogelsang 11,,platform,,,,5104,no,,,,,,,,,,,,,,,,,,,,,,,,,,"Am Schild steht noch ""Haus Nr. 11"" ..",,,,,,,,,,,,,,,
node,8935642937,bus_stop,"Vogelsang, Ort",,platform,,,,5104,5152-ASM,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,275648241,bus_stop,"Bleckeder Moor, Heidmoor",,platform,,,,5104,5152-ASM,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1825241579,bus_stop,"Bleckeder Moor, Fuchsweg",,platform,,,,5104,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,287014402,bus_stop,"Garlstorf, Neu Brackede",,platform,,,,5102,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,287014402,bus_stop,"Brackede, Abzweig Garlstorf",,platform,,,,5102,5104,5152-AST,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,482156862,bus_stop,"Barförde, Poggenort",,platform,,,,5102,5917,5152-AST,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3235803043,bus_stop,"Barförde, Elbdeich 15",,platform,,,,5102,5917,5152-AST,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2376837835,bus_stop,Kirchgellerser Straße,,platform,,,,5201,5203,ASM,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,419327366,bus_stop,"Südergellersen, Stähwiesen",HVV,platform,,KVG,,5201,5203,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,265791156,bus_stop,"Kirchgellersen, Grundschule",,platform,,,,5201,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,354956451,bus_stop,Dachtmisser Straße,,platform,,,,5202,5203,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,665485671,bus_stop,"Amelinghausen, Bahnhof",,platform,yes,,,4406,5701,5706,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,303148144,bus_stop,Tartuer Platz,HVV,platform,no,KVG,"L?neburg, Tartuer Platz",,no,yes,,,5004,,,,,no,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
node,1417611429,bus_stop,"Wendhausen, Wendenstraße",,platform,,,,5110,5362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,767330154,bus_stop,"Holzen, Op dan Brink",,platform,yes,,,5110,5362,ASM,yes,no,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
node,290823834,bus_stop,"Neu Neetze, Denker",,platform,,,,5112,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,272772967,bus_stop,"Gienau, Wiebecker Straße",,platform,,,,5303,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,317985403,bus_stop,Groß Sommerbeck 3,,platform,,,,5302,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,"Am Haltestellenschild steht noch der Name ""Gro? Sommerbeck"".",,,,,,,,,,,,,,,
node,1286011651,bus_stop,"Neu Neetze, Tennisclub",,platform,no,,,5112,no,no,,,,,,,,,,,,no,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6401544528,bus_stop,Konrad-Adenauer-Straße Ost,HVV,platform,no,,"L?neburg, Konrad-Adenauer-Stra?e Ost",,no,yes,,yes,5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
