,element_type,osmid,name,geometry,passengers
0,node,1830066645,Abzweigung Bennerstedt,POINT (10.4869702 53.3146462),5
1,node,8523611360,Lüneburger Straße,POINT (10.5227006 53.2288511),9
2,node,4363687998,"Karze, An den Hauskoppeln",POINT (10.6739869 53.314295),4
3,node,175237700,Universitätsallee,POINT (10.4052614 53.230091),6
4,node,957142825,"Artlenburg, Grünstraße",POINT (10.4921805 53.3719336),3
5,node,293938369,Bei Mönchsgarten,POINT (10.3904939 53.2529278),4
6,node,298511484,Hermann-Löns-Straße,POINT (10.4357546 53.2611082),11
7,node,114241120,Wilhelm-Leuschner-Straße,POINT (10.4442936 53.236347),8
8,node,1459109815,Graf-von-Moltke-Straße,POINT (10.4385436 53.2372693),16
9,node,414692562,St.-Stephanus-Platz,POINT (10.4347836 53.2385554),15
10,node,7960254627,Konrad-Adenauer-Straße,POINT (10.4319275 53.2377656),12
11,node,275404815,Waldfriedhof,POINT (10.429653 53.2361294),11
12,node,1872332223,Schäferfeld,POINT (10.4287246 53.2378491),7
13,node,279632687,Kurt-Schumacher-Straße,POINT (10.4269383 53.2401354),14
14,node,307769211,Blümchensaal,POINT (10.4230445 53.2433336),11
15,node,1053737986,Theodor-Heuss-Straße,POINT (10.4329576 53.2462219),5
16,node,301861007,Venusberg (Johanneum),POINT (10.4303141 53.2465477),11
17,node,301860995,Ziegelkamp,POINT (10.4276158 53.2474105),5
18,node,201192065,Am Schützenplatz,POINT (10.4236403 53.2487451),8
19,node,309164430,"Deutsch Evern, Triftstraße",POINT (10.4383763 53.2028361),5
20,node,272771855,Becklingen,POINT (10.638701 53.1685565),7
21,node,311743901,"Radbruch, Schäfer-Ast-Straße",POINT (10.2858188 53.3115371),6
22,node,4133634392,"Thomasburg, Radenbecker Weg",POINT (10.6537654 53.2297167),4
23,node,313574492,Abzweig Dumstorf,POINT (10.6967738 53.1893837),5
24,node,3790432850,"Köstorf, Abzw. Barskamp",POINT (10.7566624 53.2330487),3
25,node,1713950571,Abzweig Radenbeck,POINT (10.6206885 53.2012926),5
26,node,369792808,Mitte / B216,POINT (10.6378781 53.1973134),7
27,node,319989751,Breetzer Straße,POINT (10.7248594 53.2821702),4
28,node,276915521,Wichernstraße,POINT (10.397792 53.2268409),2
29,node,1690093376,Anna-Vogeley-Heim,POINT (10.3984829 53.2251001),4
30,node,1690093389,Am Elsenbruch,POINT (10.4012942 53.2245326),2
31,node,322053789,Röntgenstraße / Kirche,POINT (10.4024801 53.2227054),9
32,node,322051827,Röntgenstraße,POINT (10.4028648 53.2207693),5
33,node,322053484,Planckstraße,POINT (10.404717 53.2192047),6
34,node,323130818,Neetzebrücke,POINT (10.6150702 53.2650616),4
35,node,333248611,Reichenbachplatz,POINT (10.4106941 53.2531248),2
36,node,332606128,Bürgeramt,POINT (10.4092892 53.2522431),12
37,node,336363945,"Radenbeck, Siedlung",POINT (10.6264241 53.2178751),8
38,node,314666239,Markt,POINT (10.7418278 53.1870816),3
39,node,317179812,Meisterweg,POINT (10.4317204 53.2599086),7
40,node,705465966,Hansestraße,POINT (10.4261391 53.2555935),7
41,node,296886493,Henningstraße,POINT (10.4233245 53.2525633),10
42,node,201192013,Pulverweg (Nord),POINT (10.422458 53.2511748),8
43,node,274309813,Theodor-Haubach-Straße,POINT (10.4422643 53.2341433),14
44,node,114240790,Bülows Kamp,POINT (10.4459154 53.2314995),15
45,node,414685401,Klosterkamp,POINT (10.4460096 53.2292609),18
46,node,1249144962,Hermann-Wagner-Straße,POINT (10.4441928 53.2288883),13
47,node,282853219,Hinrich-Wilhelm-Kopf-Straße,POINT (10.4337268 53.2393598),4
48,node,452997887,"Handorf, Grundschule",POINT (10.3467072 53.3419322),8
49,node,2301671297,Im Kirchfelde,POINT (10.3196032 53.2800856),7
50,node,292157701,"Barum, Am Sportplatz",POINT (10.4088761 53.3509372),13
51,node,4013236506,Am Sande,POINT (10.4107075 53.2477583),16
52,node,7173992955,Oedeme Dorf,POINT (10.3769693 53.228942),7
53,node,374359791,Im Kamp,POINT (10.3850765 53.2222253),5
54,node,276915516,Scharnhorststraße/DJH,POINT (10.3971229 53.2300297),10
55,node,1658400344,Blücherstraße,POINT (10.4000814 53.2311691),8
56,node,249238920,Imkerstieg,POINT (10.388762 53.2746341),6
57,node,387439255,Neue Straße,POINT (10.431328 53.274525),0
58,node,546443116,Danziger Weg,POINT (10.4383568 53.2816633),0
59,node,268638584,MTV-Platz,POINT (10.4049563 53.2353498),4
60,node,111246549,Kurpark,POINT (10.4043801 53.2384105),9
61,node,114242620,Uelzener Straße (Kurzentrum),POINT (10.4044333 53.2404345),8
62,node,305382797,Munstermannskamp,POINT (10.4052689 53.232103),2
63,node,402986884,Osterwiese,POINT (10.3746107 53.2148267),11
64,node,403012178,Klosterweg,POINT (10.371994 53.2117385),8
65,node,3348587797,Ginsterweg,POINT (10.3959836 53.2326736),10
66,node,1057013365,Am Schwalbenberg,POINT (10.4223308 53.2459133),11
67,node,262253660,Wallstraße (Theater),POINT (10.4072015 53.245682),8
68,node,539018433,Postamt,POINT (10.4038332 53.2429593),10
69,node,297426712,Hasenburg,POINT (10.3940989 53.2255233),4
70,node,389948830,Eintracht Sportplatz,POINT (10.3854737 53.2211913),5
71,node,402916911,Am Bahnhof Rettmer,POINT (10.3816755 53.21947),5
72,node,403012164,Wiesengrund,POINT (10.3746747 53.2134269),7
73,node,2618162533,Pilgerpfad,POINT (10.3783934 53.2099019),8
74,node,7799257024,Am Wischfeld,POINT (10.3882696 53.2112187),13
75,node,3267192184,Hessenweg (Mitte),POINT (10.3879839 53.2138366),7
76,node,393498311,Am Bäckfeld,POINT (10.3886319 53.2166547),15
77,node,402916874,Häcklinger Weg,POINT (10.387037 53.2197354),10
78,node,353270704,B 4 Parkplatz,POINT (10.345182 53.3345096),11
79,node,268415869,Stadttheater,POINT (10.4076949 53.2439859),17
80,node,2907063685,Sültenweg,POINT (10.3929476 53.244192),2
81,node,318640483,Am Grasweg,POINT (10.3881566 53.2461189),5
82,node,382390327,Jägerstraße,POINT (10.3847644 53.2489566),5
83,node,268233024,Johanna-Stegen-Straße,POINT (10.3874009 53.2494991),7
84,node,178848802,Vor dem Neuen Tore,POINT (10.3924213 53.2500778),5
85,node,828077495,Dörnbergstraße,POINT (10.3938125 53.2511306),10
86,node,308648777,Witzendorffstraße,POINT (10.3923654 53.2565779),5
87,node,4827722223,Ebelingweg,POINT (10.3911893 53.2614652),10
88,node,414191921,Naruto-Straße,POINT (10.3852786 53.2693964),10
89,node,381911675,Krähornsberg,POINT (10.3867792 53.2706226),7
90,node,414237511,Teilfeld,POINT (10.3895463 53.2794573),4
91,node,2371152648,Wilhelm-Hänel-Weg,POINT (10.4044742 53.2699592),12
92,node,317133890,Am Wildgehege,POINT (10.3891011 53.2686373),8
93,node,1037002221,Laffertstraße,POINT (10.3930618 53.255513),7
94,node,293976961,Schomakerstraße,POINT (10.3996894 53.2540821),6
95,node,178844318,Am Springintgut,POINT (10.4002528 53.2521255),9
96,node,121149168,Am Graalwall,POINT (10.4027651 53.2509053),9
97,node,2990731692,Neue Sülze,POINT (10.4040892 53.2478008),20
98,node,262253493,Lambertiplatz,POINT (10.4031072 53.2456516),11
99,node,262229788,Rathaus,POINT (10.4068106 53.2506572),18
100,node,181308509,Kefersteinstraße (UNI),POINT (10.4102138 53.2406193),6
101,node,109895066,Gut Willerding,POINT (10.4566119 53.225116),5
102,node,385545644,Bahnhof,POINT (10.4336107 53.2000625),3
103,node,385545626,Von-Kleist-Weg,POINT (10.4311623 53.1971633),4
104,node,1834313719,"Deutsch Evern, Fritz-Reuter-Straße",POINT (10.4284361 53.1939183),3
105,node,1834313713,"Deutsch Evern, Friedhof",POINT (10.4232358 53.1924397),4
106,node,420381006,Deutsch Everner Weg,POINT (10.4159088 53.1860963),1
107,node,385545545,"Deutsch Evern, An der Ilmenau",POINT (10.4196648 53.1957057),7
108,node,393415825,"Deutsch Evern, Wandelfeld",POINT (10.4201711 53.1978557),2
109,node,385545543,"Deutsch Evern, Finkenstieg",POINT (10.4204929 53.2018114),5
110,node,385545536,"Deutsch Evern, Petersberg",POINT (10.4170104 53.2056615),4
111,node,272618493,"Deutsch Evern, Am Tiergarten",POINT (10.4186211 53.2073704),5
112,node,7462422450,"Deutsch Evern, Tiergartenstraße",POINT (10.4293826 53.2061751),9
113,node,309179087,"Deutsch Evern, Birkenweg",POINT (10.4432816 53.2042662),5
114,node,5254285882,Schützenstraße,POINT (10.4452134 53.2035664),1
115,node,2316338604,Im Alten Dorfe,POINT (10.2968669 53.2083215),12
116,node,181396837,Am Kreideberg,POINT (10.4042363 53.255164),3
117,node,181396824,Stöteroggestraße (Süd),POINT (10.4020549 53.2556211),12
118,node,500905961,Boizenburger Straße,POINT (10.3989629 53.2574691),3
119,node,1029618352,Thorner Straße (West),POINT (10.3943921 53.2585943),11
120,node,312506373,Thorner Platz,POINT (10.3997927 53.2595982),8
121,node,253248083,Salzwedeler Straße,POINT (10.4032549 53.2606612),11
122,node,312510075,Elbinger Straße,POINT (10.4028514 53.2627146),15
123,node,312510076,Dessauer Straße,POINT (10.401462 53.2641491),7
124,node,534870775,Magdeburger Straße,POINT (10.3993732 53.266558),9
125,node,534870781,Stöteroggestraße (Nord),POINT (10.3993537 53.2644566),9
126,node,2537095304,Brücke,POINT (10.3810417 53.331609),10
127,node,408449519,Hasenburger Weg,POINT (10.3832526 53.2287752),9
128,node,1678365436,Wallstraße,POINT (10.3864893 53.3009499),12
129,node,312185027,Elba,POINT (10.4271323 53.2961666),0
130,node,9028646324,Landwehrplatz,POINT (10.3574147 53.2479717),7
131,node,443886412,Bardowicker Straße,POINT (10.5031696 53.2949054),6
132,node,344892589,Lübbelau,POINT (10.4989646 53.2938205),5
133,node,286511203,Finkenweg,POINT (10.3619305 53.2704586),5
134,node,314645636,"Lemgrabe, Am Hasenberg",POINT (10.7044397 53.1711381),8
135,node,1599089598,Lilienthalstraße,POINT (10.4599879 53.2437212),3
136,node,1599748806,Von-Stern-Straße,POINT (10.4625961 53.245733),4
137,node,119994771,Eisenwerk,POINT (10.4692372 53.249358),6
138,node,7819577982,Gebrüder-Heyn-Straße,POINT (10.4656699 53.248161),6
139,node,373161834,Hagen-Schule,POINT (10.4473637 53.2440639),6
140,node,119100610,Wacholderweg,POINT (10.4425033 53.2452459),7
141,node,301874635,Ahornweg,POINT (10.4381585 53.2465445),7
142,node,672754332,Adendorfer Straße,POINT (10.5003095 53.2907226),11
143,node,494088099,Boltersener Straße,POINT (10.5367548 53.2835213),2
144,node,4346393490,"Boltersen, Rullstorfer Straße",POINT (10.5655161 53.2754359),7
145,node,324239002,Nutzfelder Weg,POINT (10.5301085 53.2861568),4
146,node,1050068557,Hauptstraße,POINT (10.5054053 53.2911209),4
147,node,2869209506,Sportzentrum,POINT (10.4553245 53.2890979),0
148,node,476600749,Grundschule,POINT (10.5095283 53.2926817),6
149,node,304638989,Weinbergsweg Schule,POINT (10.4327074 53.2822368),0
150,node,339024845,Meisterstraße,POINT (10.5102281 53.2939604),4
151,node,489755319,Jürgenstorfer Straße,POINT (10.5973461 53.3233128),6
152,node,30093348,K 2 / Zum Bahnhof,POINT (10.528343 53.2892813),5
153,node,1204223255,Alte Dorfstraße,POINT (10.5397765 53.2891528),5
154,node,567004808,"Scharnebeck, Echemer Straße",POINT (10.5057743 53.297607),5
155,node,1086281126,"Lentenau, K28",POINT (10.5054742 53.2755473),4
156,node,5113420637,"Reinstorf, Reinstorfer Kreuz",POINT (10.5684264 53.220633),6
157,node,416969347,Im Sande,POINT (10.2803467 53.2301573),6
158,node,266917632,Kirche,POINT (10.2939288 53.2303584),6
159,node,8708546811,Im Wiesengrund,POINT (10.3009457 53.2311062),11
160,node,3060045192,Landwehr,POINT (10.3957654 53.2839468),10
161,node,454631858,Hagemannsweg,POINT (10.3983505 53.2810195),11
162,node,417443430,Schulzentrum,POINT (10.4967743 53.2896025),6
163,node,1705557196,Floetstraße,POINT (10.4091665 53.1800477),4
164,node,277399793,Rote Schleuse,POINT (10.410347 53.2094935),10
165,node,8524206695,"Melbeck, Uelzener Straße",POINT (10.4178352 53.1752435),5
166,node,3037235993,Bernhard-Riemann-Straße,POINT (10.4054578 53.22347),8
167,node,244401296,Von-Stauffenberg-Straße,POINT (10.4401651 53.282214),1
168,node,301562193,Rauher Weg,POINT (10.434875 53.276487),0
169,node,558971480,"Heiligenthal, Ort",POINT (10.3359066 53.2202422),8
170,node,470937620,In de Tüünen,POINT (10.336901 53.2195772),9
171,node,503301564,Heiligenthaler Straße,POINT (10.3021503 53.2287282),11
172,node,564137024,"Melbeck, Danziger Straße",POINT (10.3722583 53.1809678),5
173,node,577366509,"Embsen, Siedlung",POINT (10.3612379 53.1806562),6
174,node,287098768,Kulturforum Wienebüttel,POINT (10.3744107 53.2644052),4
175,node,577733836,"Brietlingen, Schierenweg",POINT (10.4343011 53.3141351),5
176,node,382009302,"Brietlingen, Moorweg",POINT (10.4397463 53.3174256),4
177,node,309229350,Ritzkamper Weg,POINT (10.4574358 53.327569),7
178,node,346183779,Schwarzer Weg,POINT (10.428384 53.2715467),5
179,node,302310334,Gut Olm,POINT (10.4541438 53.2614926),6
180,node,7051227607,Abzweigung Ebensberg,POINT (10.4600774 53.2637503),6
181,node,4338084488,Erbstorfer Landstraße,POINT (10.4778683 53.2739834),2
182,node,988590957,Hölderlinstraße,POINT (10.4436723 53.2608865),2
183,node,290823819,"Wendewisch, Campingplatz",POINT (10.6501668 53.3587971),1
184,node,1049251506,"Riecklingen, Abzweigung",POINT (10.7099559 53.205882),4
185,node,317985520,Leestahl 2,POINT (10.6997246 53.2079337),6
186,node,1854036439,Am Kirchkamp,POINT (10.6965007 53.1789467),4
187,node,121136981,Schule A,POINT (10.5369096 53.2254603),7
188,node,277260345,"Embsen, Bahnhofstraße",POINT (10.3454169 53.177286),4
189,node,663386180,"Embsen, Querlberg",POINT (10.3510466 53.1737042),3
190,node,413541248,"Horndorf, Zur Doven Elbe",POINT (10.5885781 53.2144044),6
191,node,8716573169,"Reinstorf, Hauptstraße",POINT (10.5723353 53.2342885),2
192,node,1509822736,Forsthaus,POINT (10.3455259 53.1658521),4
193,node,8717776249,"Barum, Abzweig Horburg",POINT (10.404422 53.353689),9
194,node,9028751775,"Barum, Am See",POINT (10.411604 53.3506593),9
195,node,5239244504,"Oerzen, Fliederstraße",POINT (10.327642 53.1921149),9
196,node,2075922410,Hohe Luft,POINT (10.4174102 53.1751221),3
197,node,277404766,"Bavendorf, Im Dorfe",POINT (10.6393535 53.1958992),5
198,node,109400356,"Reinstorf, Am Vitusbach",POINT (10.5723556 53.2346506),4
199,node,317549254,Neumühlener Weg,POINT (10.5683419 53.289706),9
200,node,728601562,Möhlenkamp,POINT (10.5603385 53.2898973),2
201,node,2117470702,Auf der Hausstelle,POINT (10.4764512 53.217232),2
202,node,114244030,Feuerwehr,POINT (10.4695606 53.2158292),4
203,node,1736935361,Ostlandring,POINT (10.4399979 53.242081),5
204,node,285670612,Freibad,POINT (10.4423226 53.2409945),9
205,node,7087531166,Kreuzkamp,POINT (10.4364118 53.286404),3
206,node,395382564,Robert-Koch-Straße,POINT (10.4528497 53.2840109),1
207,node,178823219,Friedhof,POINT (10.4481389 53.2855037),0
208,node,392592179,Heinrich Heine Siedlung,POINT (10.464871 53.2786754),1
209,node,395382514,An der Bünte,POINT (10.4601337 53.2803412),2
210,node,3082975140,Heinrich-Hille-Straße,POINT (10.4428154 53.2861609),0
211,node,1119349016,Weinbergsweg,POINT (10.4327 53.2853082),1
212,node,339316060,"Radenbeck, Linnenkamp",POINT (10.6277678 53.2215393),3
213,node,9029022165,"Radenbeck, Dorfstraße",POINT (10.6301273 53.224299),7
214,node,8192691432,Siedlung,POINT (10.5916573 53.2412736),1
215,node,376360688,"Brietlingen, Am Sportplatz",POINT (10.436449 53.3191189),4
216,node,3206896896,Goebelstraße,POINT (10.4167169 53.26866),7
217,node,2681822369,"Echem, Schulstraße",POINT (10.5430609 53.3376807),4
218,node,301562204,Grüner Weg,POINT (10.432352 53.272947),0
219,node,301562172,Lindenweg,POINT (10.4380841 53.2730333),0
220,node,2362894581,Otto-Brenner-Straße (Kehre),POINT (10.4837546 53.2364276),5
221,node,382011053,"Brietlingen, Stettiner Ring",POINT (10.4441547 53.3134023),7
222,node,7207493398,Sternkamp,POINT (10.4057395 53.2669292),3
223,node,288004885,Kirchweg,POINT (10.436374 53.278698),0
224,node,301881047,Bunsenstraße,POINT (10.4412818 53.2495011),5
225,node,275637762,Bachstraße,POINT (10.4400425 53.2473918),9
226,node,369971304,Rosenkamp,POINT (10.3790788 53.2244958),10
227,node,1602198371,Schmiedestraße,POINT (10.3767866 53.2247574),9
228,node,369971275,Rehrweg,POINT (10.3725779 53.2263697),11
229,node,452899291,"Wittorf, Wiesenstraße",POINT (10.3800426 53.3322006),14
230,node,382390323,Volgershall/UNI,POINT (10.3840653 53.249349),2
231,node,113588289,Städtisches Klinikum,POINT (10.397306 53.2407753),12
232,node,489755257,"Lüdersburg, Kirchtwiete",POINT (10.5738389 53.3204039),11
233,node,260371872,Abzweigung Jürgenstorf,POINT (10.5951755 53.3304483),10
234,node,1524824915,Melbeck Grundschule,POINT (10.404557 53.1787734),8
235,node,294218205,Gifkendorf,POINT (10.5503194 53.1892645),9
236,node,297767103,B 209,POINT (10.4945384 53.3681692),8
237,node,319171756,Gerhart-Hauptmann-Straße,POINT (10.3395324 53.2463836),14
238,node,355263024,Händelstraße,POINT (10.3420038 53.2517922),12
239,node,355265900,Alter Postweg,POINT (10.3435316 53.2525452),8
240,node,357421278,Lessingstraße,POINT (10.3398479 53.2496234),7
241,node,359603064,Am Fuchsberg,POINT (10.3473817 53.2531473),6
242,node,336245617,Im Westerfelde,POINT (10.349476 53.2522281),9
243,node,301866124,Behördenzentrum (Ost),POINT (10.4313902 53.2509696),7
244,node,484379283,Psychiatrische Klinik,POINT (10.3880794 53.2543494),3
245,node,386775036,Am Bruch,POINT (10.3319859 53.3020685),7
246,node,1603400020,Bei der Pferdehütte,POINT (10.4047332 53.2741646),6
247,node,318656446,Alec-Moore-Straße,POINT (10.3812801 53.2465139),8
248,node,89367284,Am Bargenturm,POINT (10.3985975 53.2452478),10
249,node,318404239,Heidkoppelweg,POINT (10.4689526 53.2613986),8
250,node,318404242,Memeler Straße,POINT (10.4680489 53.2602671),6
251,node,318656460,William-Watt-Straße,POINT (10.38069 53.2448537),7
252,node,281778288,Allensteiner Straße,POINT (10.463416 53.2641335),6
253,node,275642168,"Erbstorf, Wendeplatz",POINT (10.4763614 53.2737862),0
254,node,178849093,Jüttkenmoor,POINT (10.3849708 53.2479273),7
255,node,419272371,Am Ziegeleiteich,POINT (10.4720436 53.2599796),3
256,node,357349548,Ostlandstraße (Schule),POINT (10.3500738 53.2485861),9
257,node,262620087,Schnellenberger Weg,POINT (10.3639159 53.2477958),10
258,node,357417529,Ostlandstraße Spielplatz,POINT (10.3433004 53.2483843),12
259,node,336407095,Am Lerchenberg,POINT (10.3674726 53.2470042),12
260,node,5363848753,Am Schwarzen Berg,POINT (10.3434432 53.2453669),9
261,node,430344880,Steinweg,POINT (10.4425957 53.2755805),1
262,node,3082975156,Im Gutspark,POINT (10.4468141 53.286184),0
263,node,430344915,Virchowstraße,POINT (10.4469601 53.2814563),0
264,node,409100826,Teichaue,POINT (10.449058 53.2865534),1
265,node,312184964,Moorchaussee,POINT (10.4478643 53.2889918),1
266,node,3119436266,Kastanienallee,POINT (10.454844 53.2839238),0
267,node,3119436360,Katzenweg,POINT (10.4572671 53.2868678),2
268,node,7607589705,Friedrich-Ludwig-Jahn-Straße,POINT (10.4083952 53.235035),8
269,node,111246659,Rotes Tor,POINT (10.4097351 53.2437968),4
270,node,195848633,Goethestraße,POINT (10.4104754 53.2351006),9
271,node,208986248,Hagen Wendeplatz,POINT (10.4519518 53.2428075),0
272,node,317279940,Hopfengarten,POINT (10.4278875 53.2510849),14
