,element_type,osmid,name,geometry,passengers
273,node,268638460,Wielandstraße,POINT (10.4108562 53.2377319),12
274,node,120036482,Hans-Steffens-Weg,POINT (10.4349723 53.2509447),6
275,node,322053497,Gaußstraße,POINT (10.4047485 53.222771),7
276,node,273712613,Heinrich-Böll-Straße,POINT (10.4039471 53.2267352),5
277,node,275907714,Carl-von-Ossietzky-Straße,POINT (10.4015929 53.2275296),11
278,node,3087504050,Otto-Brenner-Straße,POINT (10.478437 53.2423045),2
279,node,119994939,Flugplatz,POINT (10.4592049 53.2448717),9
280,node,373161853,Walter-Bötcher-Straße,POINT (10.4459578 53.2455633),6
281,node,302304521,Stadtkoppel,POINT (10.4492537 53.2461948),12
282,node,7043202191,Kurt-Höbold-Straße,POINT (10.4778019 53.2402935),2
283,node,2843007891,Richard-Brauer-Straße,POINT (10.4429666 53.2447657),6
284,node,3699972417,Elso-Klöver-Straße,POINT (10.477347 53.2465791),2
285,node,301866208,Gellersstraße,POINT (10.4300483 53.2478555),13
286,node,7043202216,Wilhelm-Fressel-Straße,POINT (10.4760492 53.2390287),4
287,node,5849955401,Große Hof,POINT (10.3745541 53.1342237),5
288,node,8526782425,Abzw. Betzendorf,POINT (10.3727202 53.1351636),4
289,node,196043670,Schildsteinweg,POINT (10.3914278 53.2407532),8
290,node,976986466,Bauerholzweg,POINT (10.3722547 53.1388961),7
291,node,276968755,Kampweg,POINT (10.382554 53.1578114),4
292,node,511089699,Wiesenweg,POINT (10.3829747 53.1602771),6
293,node,976986438,Mühlenberg,POINT (10.3710862 53.1423653),4
294,node,277261028,Bokenkamp,POINT (10.3636165 53.1457606),7
295,node,302887839,Finanzamt,POINT (10.4121817 53.2554488),4
296,node,313957909,Auf dem Schmaarkamp,POINT (10.4105509 53.2603115),2
297,node,1588318071,Auf der Hude,POINT (10.4136152 53.2583328),5
298,node,2041723022,Tennispark,POINT (10.3849925 53.2598361),10
299,node,1305577576,Kiefernweg,POINT (10.3526052 53.2753237),6
300,node,287098772,Brockwinkler Weg,POINT (10.3866216 53.256493),10
301,node,286287619,Dachtmisser Weg,POINT (10.3477471 53.2780348),5
302,node,703728543,Niendorfer Weg,POINT (10.4727397 53.2140252),4
303,node,7284444420,Große Straße,POINT (10.4871138 53.3709802),4
304,node,311219666,"Göddingen, Wöppenberg",POINT (10.7610009 53.2566452),2
305,node,311219673,"Göddingen, Am Fischteich",POINT (10.7642906 53.2535523),4
306,node,7023976079,Neu Oerzen,POINT (10.3184746 53.1792981),5
307,node,8708023922,"Wendhausen, Im Ort",POINT (10.5670338 53.2506276),4
308,node,8390221907,"Melbeck, Gymnasium",POINT (10.4156375 53.1785399),5
309,node,1624952652,Ebstorfer Straße,POINT (10.4043018 53.1789627),3
310,node,185936322,"Barendorf, Dorfstraße",POINT (10.5212258 53.2244543),1
311,node,1602107135,Neu Häcklingen,POINT (10.4055348 53.2094134),7
312,node,5234486266,Am Rischpool,POINT (10.3791154 53.1810146),6
313,node,942482191,Robert-Schumann-Straße,POINT (10.433913 53.2900786),2
314,node,387439300,Königsberger Weg,POINT (10.4398725 53.2834046),0
315,node,445774035,Kornblumenweg,POINT (10.4327786 53.2876679),0
316,node,302900001,Röthenweg,POINT (10.4327278 53.2859085),1
317,node,313954414,Zeltberg,POINT (10.4069669 53.2650556),3
318,node,7510268775,Dorfplatz,POINT (10.3501768 53.2783682),3
319,node,287436861,Am Stadtberg,POINT (10.3588328 53.2733993),13
320,node,4065795354,Pumpenstation,POINT (10.3675583 53.2652064),2
321,node,286287601,Friedhofsweg,POINT (10.3471319 53.2765812),10
322,node,319992028,Heimathaus,POINT (10.7250696 53.2951218),5
323,node,355298835,Marschweg,POINT (10.7201811 53.2971121),3
324,node,275652358,"Bleckede, Auf dem Kamp",POINT (10.7366005 53.2891135),2
325,node,319969924,Saatbau,POINT (10.7403748 53.2850418),0
326,node,1801632891,Fähranleger,POINT (10.7342034 53.2977944),4
327,node,1838158752,Buendorf,POINT (10.7519136 53.1843834),3
328,node,1432208149,Quickborn,POINT (10.7529866 53.1861215),9
329,node,6445357812,"Nindorf bei Bleckede, L222",POINT (10.7428188 53.2618189),0
330,node,320064688,"Bleckede, Dahlenburger Straße",POINT (10.741308 53.2790683),2
331,node,319974894,"Bleckede, Waldfrieden",POINT (10.7436216 53.2717076),3
332,node,747323812,"Neu Wendischthun, Abzweig",POINT (10.78729 53.3036952),6
333,node,747323812,Neu Wendischthun,POINT (10.7761113 53.3050591),1
334,node,566592806,Vor der Westermarsch,POINT (10.3846317 53.2957478),11
335,node,2307579589,"Artlenburg, Elbdeich",POINT (10.4826681 53.3751486),11
336,node,3019763968,Scharnebecker Straße,POINT (10.4479667 53.3317514),3
337,node,3749693091,"Rullstorf, Am Neetzekanal",POINT (10.5589707 53.2965617),2
338,node,278806832,"Vastorf, Abzweigung Bahnhof",POINT (10.5499284 53.1989822),3
339,node,1839897577,Denkmal,POINT (10.4432224 53.333012),9
340,node,7623285536,"Brietlingen, Ort",POINT (10.4452223 53.3302669),3
341,node,2481243764,"Walmsburg, Bruchdorfer Straße",POINT (10.8482356 53.2391409),2
342,node,7611446379,"Garze, Große Straße 29",POINT (10.6950179 53.3072631),0
343,node,846062334,"Nutzfelde, Am Walde",POINT (10.5173332 53.2686827),6
344,node,2332372281,Vrestorfer Weg,POINT (10.4260987 53.2788106),6
345,node,393141179,Thiessendörper Weg,POINT (10.3910124 53.2890091),7
346,node,8479006739,Am Diemel,POINT (10.4009785 53.1803408),5
347,node,578361745,Ätzberg,POINT (10.3949058 53.1774491),3
348,node,2269708054,"Hittbergen, Roggenberg",POINT (10.5960677 53.3481539),2
349,node,301567834,Südergellerser Weg,POINT (10.2524476 53.232284),10
350,node,571528159,Hauptstraße (L 216),POINT (10.2483036 53.2329848),8
351,node,277251847,Teufelsküche,POINT (10.384344 53.2382175),14
352,node,266917061,Im Dorfe,POINT (10.2918703 53.2313242),14
353,node,3133820777,Neu Süttorf,POINT (10.6839508 53.2731495),4
354,node,322526004,Am Dorfplatz,POINT (10.624862 53.2653005),8
355,node,767341122,"Sülbeck, An den Eichen (L 221)",POINT (10.56262 53.2652483),2
356,node,566580956,Bühringsmoor,POINT (10.3594187 53.2922837),9
357,node,8723627995,Radbrucher Weg,POINT (10.3622233 53.2903712),4
358,node,566580954,Wendeplatz,POINT (10.3564185 53.2938238),8
359,node,448194685,Witwenkamp,POINT (10.3650642 53.2891832),15
360,node,319008950,Ernst-Braune-Straße,POINT (10.388196 53.23946),9
361,node,1277149593,"Hittbergen, Kirche",POINT (10.5892276 53.3445894),6
362,node,5249245058,Leuphana,POINT (10.4010697 53.2300356),5
363,node,8526739908,Ort,POINT (10.5142698 53.2520864),8
364,node,4363688126,"Neu Neetze, Am Milchberg",POINT (10.6495418 53.2888391),7
365,node,1286093175,"Neu Neetze, Birkenhof",POINT (10.6532373 53.2920806),4
366,node,3751608111,"Bleckeder Moor, Abzweigung",POINT (10.6580057 53.3008983),2
367,node,1897714546,"Karze, Auf dem Weel",POINT (10.6683701 53.3107637),4
368,node,2406049718,Große Straße 71,POINT (10.6846002 53.3088173),2
369,node,2406049696,Große Straße 3,POINT (10.7061658 53.3016323),2
370,node,346183826,Lüner Rennbahn,POINT (10.4227875 53.2748865),8
371,node,1330162044,Schlachthof,POINT (10.4249277 53.2727519),0
372,node,104072787,Auf den Blöcken,POINT (10.4613219 53.2384976),10
373,node,274859677,"Bleckede, Rathaus",POINT (10.7321198 53.2907814),1
374,node,425907797,Töpferdamm,POINT (10.7250404 53.2938286),3
375,node,386927750,"Walmsburg, Kateminer Straße",POINT (10.8439138 53.2391182),4
376,node,3324922587,"Barskamp, Markt",POINT (10.7837919 53.2441291),4
377,node,320862727,"Bleckede, Elbweg",POINT (10.7518144 53.2846395),6
378,node,2936483856,"Alt Garge, Waldbad",POINT (10.8044277 53.2580616),0
379,node,3112209667,Brennbusch,POINT (10.7549585 53.2817049),4
380,node,3324922573,Walmsburger Straße,POINT (10.7853326 53.2434432),4
381,node,3371516337,Turnhalle,POINT (10.7981006 53.265378),3
382,node,354506387,,POINT (10.7504645 53.2821462),7
383,node,302553134,"Bleckede, Schiedenitzweg",POINT (10.7416057 53.2800631),0
384,node,2481243765,Schieringen,POINT (10.8235273 53.2335364),4
385,node,1075586972,"Reeßeln, Abzweigung",POINT (10.8611674 53.2354658),5
386,node,2377705328,"Breetze, Bokelstraße",POINT (10.709379 53.2646484),3
387,node,320131115,"Breetze, Ziegelei",POINT (10.7152808 53.270797),2
388,node,297191245,"Artlenburg, Ost",POINT (10.5042912 53.3679135),7
389,node,2973160630,Bessemerstraße,POINT (10.4128482 53.2697777),5
390,node,1459111220,SZ Kaltenmoor,POINT (10.4362805 53.2390035),13
391,node,582819370,Rettmer (Mitte),POINT (10.3697803 53.2139069),3
392,node,5239344687,"Oerzen, Im Dorfe",POINT (10.3244054 53.1933078),3
393,node,668998388,"Amelinghausen, Grundschule",POINT (10.2202329 53.1251788),23
394,node,1259355587,Kastanienweg,POINT (10.1700179 53.126874),32
395,node,665485671,Dehnsener Straße,POINT (10.1920065 53.1252587),28
396,node,668998388,"Amelinghausen, Kirche",POINT (10.2126403 53.1245595),30
397,node,665485671,Soltauer Straße,POINT (10.2084902 53.1247475),26
398,node,318077802,Kloster Lüne,POINT (10.4233448 53.2609955),5
399,node,2298685630,Nikolaihof,POINT (10.3954401 53.2915066),12
400,node,270948120,DRK-Heim,POINT (10.4461997 53.2801254),0
401,node,395336856,Hasenburger Berg,POINT (10.3977854 53.2356105),8
402,node,268754159,Zentralfriedhof,POINT (10.3988728 53.2370178),8
403,node,323190902,Am Eiskeller,POINT (10.3850037 53.2362354),7
404,node,305333659,Auf dem Knieberg,POINT (10.3884282 53.2356314),11
405,node,2693352776,Heidkamp,POINT (10.3931163 53.235028),16
406,node,319010384,Meinekenhop,POINT (10.3876742 53.2375288),11
407,node,175237596,Ringstraße,POINT (10.38936 53.2358785),9
408,node,318900995,Soltauer Straße (Kurzentrum),POINT (10.4016865 53.241219),11
409,node,4213538001,Sandfeld,POINT (10.7222326 53.2853563),4
410,node,2936448612,Kurt-Löwenstein-Schule,POINT (10.7299436 53.2881094),1
411,node,3347854743,Clamartpark,POINT (10.4094815 53.2457263),8
412,node,395336864,Hasenburger Schule,POINT (10.3973858 53.2331247),7
413,node,374423407,Rosenkamp Wendeplatz,POINT (10.3809308 53.2237159),11
414,node,469967662,Övelgönner Weg,POINT (10.3918692 53.2298285),7
415,node,6926404073,Bahnhofstraße,POINT (10.380284 53.2910843),7
416,node,430358199,St.-Nikolai-Straße (Schule),POINT (10.389031 53.2924355),13
417,node,2988597647,Königsberger Straße,POINT (10.4086651 53.2627692),3
418,node,2368355707,Pieperstraße,POINT (10.3933335 53.2950296),6
419,node,299750887,Am Graben,POINT (10.4180528 53.2668709),5
420,node,299750852,Böcklerstraße/TÜV,POINT (10.4098875 53.2716586),3
421,node,3957759599,Eisenbahnbrücke,POINT (10.4189258 53.2623711),3
422,node,1754660733,Goseburgstraße,POINT (10.4181483 53.2646288),3
423,node,181476668,Ilmenaucenter,POINT (10.4165325 53.2608424),2
424,node,268638530,Konrad-Zuse-Allee,POINT (10.4169116 53.2561248),8
425,node,401250060,Dorfstraße,POINT (10.4717328 53.2766905),1
426,node,382366792,EDEKA,POINT (10.4232857 53.2813577),7
427,node,339699613,Brockwinklerweg,POINT (10.3863261 53.2570492),0
428,node,3305522864,"Wendewisch, Hittberger Straße 56",POINT (10.6336008 53.3445568),3
429,node,401250060,"Erbstorf, Feuerwehr",POINT (10.4742246 53.2755275),1
430,node,1687409703,An der Roten Bleiche (Universität),POINT (10.4132004 53.2387357),6
431,node,111246693,Feldstraße (Universität),POINT (10.4137315 53.2420275),7
432,node,351118780,GHS Kreideberg,POINT (10.3982108 53.2619427),8
433,node,361362587,Herderschule,POINT (10.3913545 53.2558772),9
434,node,292566443,Spechtsweg,POINT (10.4164645 53.2323864),15
435,node,278240111,Abzweig Sommerbeck,POINT (10.6778814 53.1898413),11
436,node,306530329,Ehrenfriedhof,POINT (10.7320747 53.1886856),10
437,node,114242773,Kanalbrücke,POINT (10.4842206 53.2356735),12
438,node,663385979,Amselweg,POINT (10.3449174 53.1714801),4
439,node,8716771655,Heinsen,POINT (10.3447019 53.1592249),6
440,node,419327205,Georg - Chors - Weg,POINT (10.2943277 53.2105163),6
441,node,456388987,"Boltersen, Bahnhofstraße",POINT (10.5663192 53.2757253),3
442,node,3366247101,Im Ort,POINT (10.5308366 53.2861978),4
443,node,728601573,Neumühlen bei Rullstorf,POINT (10.5858354 53.2874917),4
444,node,420155010,Das Rote Feld,POINT (10.2405714 53.2353327),13
445,node,320858912,"Alt Garge, Hauptstraße",POINT (10.8022425 53.2651088),3
446,node,278243150,"Eimstorf, Ort",POINT (10.6828334 53.1862227),9
447,node,369829358,Alte Salzstraße,POINT (10.4557029 53.3507868),6
448,node,2332372283,Artlenburger Landstraße,POINT (10.4274564 53.2794438),2
449,node,2406061692,Bockelheide,POINT (10.6403465 53.2810053),3
450,node,317676997,"Wittorf, Birkenweg",POINT (10.355069 53.3270942),13
451,node,8245152809,Veilchenring,POINT (10.3723079 53.2104621),11
452,node,433017861,"Horburg, Im Winkel",POINT (10.3944561 53.3597796),12
453,node,362093968,"Horburg, Schule",POINT (10.4036105 53.3540064),9
454,node,582947071,"St. Dionys, Gotenweg",POINT (10.397319 53.3352977),8
455,node,2370520897,"Artlenburg, Hopfenhof",POINT (10.4862852 53.3725339),3
456,node,275639229,"Barförde, Barförder Elbdeich 22",POINT (10.6282233 53.3678943),3
457,node,774862471,"Dahlenburg, Mittelfeld",POINT (10.7237884 53.1914733),7
458,node,8813390762,"Dahlenburg, Ehrenfriedhof",POINT (10.7314192 53.1888642),4
459,node,1411319176,"Bockelkathen, Auf dem Kreuze",POINT (10.5691162 53.3029267),5
460,node,206278990,"Lüdersburg, Bachkoppelweg",POINT (10.5722596 53.3102723),4
461,node,290823730,"Rosenthal, Ortsmitte",POINT (10.6335663 53.3112261),4
462,node,275648240,"Bleckeder Moor, Zweiter Moorweg",POINT (10.666641 53.2975978),1
463,node,1067860447,"Karze, Am Rotdorn",POINT (10.6752663 53.3154938),2
464,node,206278954,"Neu Jürgenstorf, Ort",POINT (10.6147204 53.3073398),7
465,node,206278954,"Neu Jürgenstorf, Rosenthaler Weg",POINT (10.6168856 53.3075161),3
466,node,3751608250,"Neu Neetze, Haus Nr. 50",POINT (10.6323779 53.301733),3
467,node,287014411,"Garlstorf, Dorfstraße 36",POINT (10.676738 53.3499558),3
468,node,513951024,"Garlstorf, Dorfstraße 68",POINT (10.6697376 53.3511113),4
469,node,1720652175,"Radegast, Pferdekoppel",POINT (10.7071268 53.3533351),5
470,node,410916180,"Radegast, Zum Kirchplatz",POINT (10.7246837 53.3451981),4
471,node,482156873,"Radegast, Elbuferstraße 41",POINT (10.7162708 53.3479752),1
472,node,1294141096,"Wendewisch, Hittberger Straße 59",POINT (10.6473268 53.3539936),7
473,node,8991919413,"Wendewisch, Siedlung",POINT (10.6530073 53.3488213),5
474,node,8716733466,"Barförde, Feuerwehr",POINT (10.6323104 53.3673472),5
475,node,3245889306,"Barförde, Hinter den Höfen",POINT (10.6383729 53.3671791),9
476,node,8718605728,"Garlstorf, Schmiede",POINT (10.6600421 53.3498813),3
477,node,29539485,"Bullendorf, Brücke",POINT (10.566308 53.3447411),5
478,node,260373655,"Hittbergen, Feldstraße",POINT (10.5950416 53.3443083),7
479,node,290823842,"Hittbergen, Im Kamp",POINT (10.5810492 53.34497),7
480,node,3882554551,"Hittbergen, Schönfeld",POINT (10.6152667 53.3642732),5
481,node,7342250178,Wennekath 5,POINT (10.6242331 53.2365926),5
482,node,324045717,Wennekath 8,POINT (10.6322698 53.236357),1
483,node,1281368280,Süttorf,POINT (10.6354576 53.2479476),1
484,node,286860553,Neu Bleckede,POINT (10.7471717 53.3024296),5
485,node,314668739,"Dahlenburg, Fliederweg",POINT (10.7314217 53.1843821),2
486,node,1711950728,"Lemgrabe, An der Kleinbahn",POINT (10.7134588 53.1769326),5
487,node,289344634,Birkenhof,POINT (10.6980317 53.1972976),4
488,node,1053087616,"Ellringen, Ellringer Neetzetal",POINT (10.703255 53.2234077),4
489,node,1838536537,Klein Sommerbeck 15,POINT (10.6785795 53.2014664),3
490,node,82615616,"Wiecheln, Abzweig K 26",POINT (10.6766872 53.2240294),5
491,node,317372769,"Barskamp, Hohe Luft",POINT (10.7771277 53.2415976),3
492,node,252229125,Feldstraße,POINT (10.3702017 53.2894336),10
493,node,311593778,"Radbruch, Peerort",POINT (10.2918472 53.3168729),5
494,node,7950259357,"Echem, Dorfstraße",POINT (10.5331709 53.3367656),4
495,node,299136013,"Marienthal, Alte Salzstraße",POINT (10.4725373 53.3622633),7
496,node,7466201289,"Radbruch, Mühle",POINT (10.3136963 53.3051747),10
497,node,1938275557,"Radbruch, Wittorferweg",POINT (10.2941944 53.3087294),7
498,node,393824226,"Bardowick, Wendeplatz",POINT (10.3559539 53.2938116),2
499,node,7046503994,Hamburger Landstraße,POINT (10.3868997 53.2935428),6
500,node,2697806584,"Artlenburg, Mühle",POINT (10.4989909 53.3687034),6
501,node,356905909,"Dachtmissen, Waldweg",POINT (10.3162694 53.2523063),13
502,node,7048403408,"Wittorf, Hauptstraße",POINT (10.3805995 53.3305839),5
503,node,2537095340,"Wittorf, Brücke",POINT (10.3819406 53.3318132),14
504,node,2536581848,"Wittorf, Neulander Weg",POINT (10.3646075 53.3293056),6
505,node,7679492562,"Handorf, Mühle",POINT (10.3474554 53.338914),7
506,node,880485710,"Handorf, Ortsmitte",POINT (10.345704 53.3435453),6
507,node,294214964,"Vastorf, Gifkendorfer Straße",POINT (10.5461749 53.1974828),2
508,node,278802893,"Vastorf, Bahnbrücke",POINT (10.5455513 53.2001171),4
509,node,109348618,"Horndorf, Kreuzung B 216",POINT (10.587352 53.214515),4
510,node,8526832480,"Rohstorf, Ort",POINT (10.5823456 53.2029603),4
511,node,1851919318,Volkstorf,POINT (10.5459413 53.2062821),4
512,node,121136981,Schule B,POINT (10.5371366 53.2254971),2
513,node,82615634,"Ellringen, Kettelberg",POINT (10.7040434 53.2262198),10
514,node,324243468,"Neetze, Am Ried",POINT (10.6198868 53.2734573),5
515,node,1392485084,"Neu Jürgenstorf, Ahrenschulter",POINT (10.6240146 53.3161402),0
516,node,290823737,"Rosenthal, L 219",POINT (10.6340671 53.3154685),5
517,node,8935642944,Vogelsang 11,POINT (10.6507453 53.3241209),3
518,node,8935642937,"Vogelsang, Ort",POINT (10.6596535 53.3242727),5
519,node,275648241,"Bleckeder Moor, Heidmoor",POINT (10.6731644 53.2995353),3
520,node,1825241579,"Bleckeder Moor, Fuchsweg",POINT (10.6903112 53.2923899),0
521,node,287014402,"Garlstorf, Neu Brackede",POINT (10.6911641 53.348685),0
522,node,287014402,"Brackede, Abzweig Garlstorf",POINT (10.6996707 53.3482567),2
523,node,482156862,"Barförde, Poggenort",POINT (10.6433558 53.3604898),2
524,node,3235803043,"Barförde, Elbdeich 15",POINT (10.6382803 53.3626705),1
525,node,2376837835,Kirchgellerser Straße,POINT (10.2974503 53.2133454),13
526,node,419327366,"Südergellersen, Stähwiesen",POINT (10.2971117 53.2160895),8
527,node,265791156,"Kirchgellersen, Grundschule",POINT (10.2909644 53.2342138),10
528,node,354956451,Dachtmisser Straße,POINT (10.3449053 53.250619),12
529,node,665485671,"Amelinghausen, Bahnhof",POINT (10.2155574 53.1307291),32
530,node,303148144,Tartuer Platz,POINT (10.4329656 53.2528511),3
531,node,1417611429,"Wendhausen, Wendenstraße",POINT (10.5608855 53.2496753),9
532,node,767330154,"Holzen, Op dan Brink",POINT (10.5827643 53.241263),13
533,node,290823834,"Neu Neetze, Denker",POINT (10.6217631 53.2950977),9
534,node,272772967,"Gienau, Wiebecker Straße",POINT (10.6644576 53.1645591),3
535,node,317985403,Groß Sommerbeck 3,POINT (10.6808782 53.2047377),12
536,node,1286011651,"Neu Neetze, Tennisclub",POINT (10.6168579 53.2867567),2
537,node,6401544528,Konrad-Adenauer-Straße Ost,POINT (10.4451221 53.2312612),8
